"","int","plant","BR_code","date_time","avg_leaf_temp","env_temp","spore","rep","plant_name","ASSYST","dpi","mean_temp","diff_temp","lf_vs_env"
"164","5.44","5","BR7-05113","2015-8-19 00:00:00",21.12204,21.8,"1","3","Kale Siberian","BnASSYST-211","44",21.17701,-0.0549700000000009,0.677960000000002
"165","5.44","5","BR7-05114","2015-8-19 00:00:00",20.69284,21.8,"1","4","Kale Siberian","BnASSYST-211","44",21.17701,-0.484169999999999,1.10716
"166","5.44","5","BR7-05121","2015-8-19 00:00:00",21.133,21.8,"2","1","Kale Siberian","BnASSYST-211","44",21.17701,-0.0440100000000001,0.667000000000002
"167","5.44","5","BR7-05122","2015-8-19 00:00:00",21.00496,21.8,"2","2","Kale Siberian","BnASSYST-211","44",21.17701,-0.172049999999999,0.79504
"168","5.44","5","BR7-05123","2015-8-19 00:00:00",20.78936,21.8,"2","3","Kale Siberian","BnASSYST-211","44",21.17701,-0.387650000000001,1.01064
"169","5.51","5","BR7-05111","2015-8-26 00:00:00",22.30868,23.33466667,"1","1","Kale Siberian","BnASSYST-211","51",21.97835,0.33033,1.02598667
"170","5.51","5","BR7-05112","2015-8-26 00:00:00",21.71928,23.41733333,"1","2","Kale Siberian","BnASSYST-211","51",21.97835,-0.259069999999998,1.69805333
"171","5.51","5","BR7-05113","2015-8-26 00:00:00",21.81408,23.49866667,"1","3","Kale Siberian","BnASSYST-211","51",21.97835,-0.164269999999998,1.68458667
"172","5.51","5","BR7-05114","2015-8-26 00:00:00",22.07136,23.63913043,"1","4","Kale Siberian","BnASSYST-211","51",21.97835,0.0930099999999996,1.56777043
"173","5.51","5","BR7-05121","2015-8-26 00:00:00",21.81132,23.376,"2","1","Kale Siberian","BnASSYST-211","51",21.97835,-0.16703,1.56468
"174","5.51","5","BR7-05122","2015-8-26 00:00:00",21.47208,23.45666667,"2","2","Kale Siberian","BnASSYST-211","51",21.97835,-0.506270000000001,1.98458667
"175","5.51","5","BR7-05123","2015-8-26 00:00:00",21.75956,23.56555184,"2","3","Kale Siberian","BnASSYST-211","51",21.97835,-0.218789999999998,1.80599184
"176","5.51","5","BR7-05124","2015-8-26 00:00:00",22.03804,23.70334448,"2","4","Kale Siberian","BnASSYST-211","51",21.97835,0.0596899999999998,1.66530448
"177","5.51","5","BR7-05131","2015-8-26 00:00:00",22.25904,23.358,"3","1","Kale Siberian","BnASSYST-211","51",21.97835,0.28069,1.09896
"178","5.51","5","BR7-05132","2015-8-26 00:00:00",21.83456,23.442,"3","2","Kale Siberian","BnASSYST-211","51",21.97835,-0.143789999999999,1.60744
"179","5.51","5","BR7-05133","2015-8-26 00:00:00",21.89828,23.53478261,"3","3","Kale Siberian","BnASSYST-211","51",21.97835,-0.0800699999999992,1.63650261
"180","5.51","5","BR7-05134","2015-8-26 00:00:00",22.57136,23.67658863,"3","4","Kale Siberian","BnASSYST-211","51",21.97835,0.59301,1.10522863
